name,year,length,budget,aggregateRating,totalReviews,mpaa,genre_id
Ti-Cul Tougas,1976,84,,5.6,11,,0
Ti-mine Bernie pis la gang...,1977,124,,6.3,14,,0
Tia Juana After Midnite,1954,58,,1,8,,16
Tian di ying xiong,2003,115,,6.4,567,R,9
Tian ma cha fang,1999,93,,5.1,26,,40
Tian mi mi,1996,116,,7.6,630,,40
Tian ruo you qing er,1992,87,,3.9,21,,0
Tian shang de lian ren,2002,93,,6.5,13,,8
Tian shi xing dong,1987,93,,5.3,35,,1
Tian shi xing dong II zhi huo feng jiao long,1989,90,,6.1,20,,1
Tian xia di yi quan,1973,104,,6,163,,9
Tian xia wu zei,2004,100,,7.2,273,,8
Tian xuan di lian,1999,102,,6.3,18,,0
Tian ya hai jiao,1996,101,,7.8,88,,0
Tian you yan,2000,106,,7.7,29,,0
Tian yu,1998,99,,7.3,849,R,8
Tian yu di,1994,140,,5.9,37,,0
Tianguo niezi,1994,99,,6.5,77,,8
Tianming,1933,116,,5.2,9,,8
Tianqiao bu jianle,2002,25,,6.8,57,,76
Tiara Tahiti,1962,100,,5.3,36,,12
Tibet: Cry of the Snow Lion,2003,104,,6.6,106,,16
Tiburoneros,1963,100,,4.8,19,,8
Tiburzi,1996,81,,4.8,5,,0
Tic Code The,1999,91,,5.8,164,R,8
Tichborne Claimant The,1998,98,,6.2,70,,0
Tick Tock,2000,93,,5.8,163,R,8
Tick Tock Tuckered,1944,7,,6.9,32,,70
Ticker,2001,92,,3.3,1491,R,1
Ticket,1986,100,,6.9,11,,0
Ticket to Heaven,1981,108,,6.5,143,,8
Ticket to Jerusalem,2002,85,,4.6,89,,8
Ticket to Tomahawk A,1950,90,,5.8,47,,4
Ticket The,1994,27,,5.3,18,,68
Ticking Man The,2003,85,,4.8,23,,0
Tickle Me,1965,90,1480000,4.4,181,,4
Tickle in the Heart A,1996,90,,7.1,34,,16
Tickled Pink,1968,6,,6.2,11,,66
Ticklish Affair A,1963,88,,5.5,42,,36
Ticks,1999,10,,8.6,8,,64
Tide,1999,12,,3.5,12,,64
Tide of Empire,1929,73,,5.7,9,,0
Tides of War,1990,91,,4.6,17,,8
Tie That Binds The,1995,99,,4.7,307,R,8
Tie Xi Qu: West of the Tracks - Part 1: Rust,2003,240,,9.5,14,,16
Tie Xi Qu: West of the Tracks - Part 2: Remnants,2003,176,,9.5,12,,16
Tie Xi Qu: West of the Tracks - Part 3: Rails,2003,135,,9.8,11,,16
Tie ma liu,1977,91,,6.5,99,,1
Tie qi men,1980,113,,7.4,30,,9
Tie wa,1973,89,,6.8,12,,9
Tie-died: Rock n Rolls Most Deadicated Fans,1995,80,,6,28,R,16
Tief oben,1994,90,,5,10,,0
Tiempo de la felicidad El,1997,102,,7.7,75,,0
Tiempo de morir,1966,90,,6.6,17,,8
Tiempo de morir,1985,98,,7.2,25,,0
Tiempo de revancha,1981,112,,7.7,79,,8
Tiempo de silencio,1986,111,,6.8,34,,8
Tiempo de tormenta,2003,87,,6.9,34,,8
Tiempo real,2002,90,,5.6,50,,0
Tien ya ming yueh tao,1976,86,,7.8,53,,9
Tierische Liebe,1995,120,,8.1,51,,16
Tierno verano de lujurias y azoteas,1993,91,,7.4,29,,4
Tierra,1996,125,,7.4,812,,40
Tierra brutal,1962,83,,4.4,9,,0
Tierra del fuego,2000,108,,5.7,44,,8
Tierra prometida La,1971,80,,4.3,10,,0
Ties That Bind The,1984,55,,8.8,6,,16
Tieta do Agreste,1996,140,,7.9,265,,44
Tifanfaya,1997,40,,5.4,5,,64
Tiffany Jones,1973,90,,3.7,26,,4
Tifoso larbitro e il calciatore Il,1983,93,,6,18,,0
Tigar,1978,103,,5.5,8,,8
Tiger Bay,1959,105,,7.7,306,,8
Tiger Claws,1992,92,,4.1,64,,1
Tiger Claws III,1999,95,,3,43,R,1
Tiger Fangs,1943,59,,6,5,,0
Tiger Heart,1996,90,,3.5,76,,0
Tiger Makes Out The,1967,94,,4.8,43,,4
Tiger Shark,1932,77,,6.4,88,,40
Tiger Street,1998,82,,4.5,26,,0
Tiger Trouble,1945,7,,7,49,,70
Tiger Walks A,1964,91,,6.5,47,,8
Tiger Warsaw,1988,93,,4.2,122,,8
Tiger Woman The,1944,196,,7.2,23,,0
Tiger by the Tail,1968,99,,5.9,11,,8
Tiger in the Smoke,1956,94,,6.2,17,,0
Tiger von Eschnapur Der,1938,94,,6.5,7,,0
Tiger von Eschnapur Der,1959,95,,6.4,187,,32
Tigers Tale A,1988,97,,4.9,120,,12
Tigerin Die,1992,83,,4.1,28,,0
Tigerland,2000,100,,7.2,5945,R,8
Tigershark,1987,98,,2.5,9,,1
Tigerstreifenbaby wartet auf Tarzan,1998,118,,5.3,31,,8
Tigger Movie The,2000,77,20000000,6.1,1376,,6
Tight Spot,1955,97,,6.5,106,,8
Tightrope,1984,115,,6.2,1591,,0
Tightrope,1998,5,,5.8,25,,66
Tigra La,1990,80,,5,12,,0
Tigre aime la chair fraiche Le,1964,90,,6.1,9,,0
Tigre de Santa Julia El,2002,128,2000000,6.1,75,,9
Tigre dei sette mari La,1963,90,,5.4,11,,0
Tigre reale,1916,80,,7.5,12,,8
Tigre Il,1967,105,,5.4,41,,12
Tigrero: A Film That Was Never Made,1994,75,,5.9,82,,24
Tigress,1977,85,,4.7,139,,1
Tigresses... and Other Maneaters,1979,77,,2.7,12,,0
Tih Minh,1918,418,,7.7,6,,0
Tikhiy Don,1957,107,,7.5,38,,8
Tikhiye stranitsy,1993,77,,6.8,46,,0
Tiko and the Shark,1964,88,,5.7,6,,8
Til en ukjent,1990,80,,5.7,8,,8
Tilai,1990,81,,7.1,68,,8
Tile-kannivaloi,1987,91,,6.4,10,,4
Tilinteko,1987,70,,6.1,22,,8
Till Death,1978,80,,3.6,9,,0
Till Death Us Do Part,1969,96,,5.3,45,,4
Till Eulenspiegel,2003,85,,4.6,48,,2
Till Human Voices Wake Us,2002,101,,6,456,R,8
Till There Was You,1990,90,,5.6,113,,8
Till There Was You,2003,109,,7.5,12,,40
Till We Meet Again,1936,72,,7.3,8,,40
Till We Meet Again,1944,88,,6.5,17,,8
Till the Clouds Roll by,1946,132,2841000,6.5,252,,0
Till the End of Time,1946,105,,6.6,133,,8
Till the End of the Night,1994,90,,3.6,29,,8
Tillbaka till Ararat,1988,99,,4.8,13,,16
Tillie and Gus,1933,58,,7.5,57,,4
Tillies Punctured Romance,1914,82,50000,6.3,247,,4
Tillsammans,2000,106,,7.5,4277,R,12
Tilt,1979,111,,4,59,,8
Tim,1979,109,,6,537,,40
Tim Tom,2003,5,,7.7,17,,64
Timber,1941,8,,7.3,45,,70
Timber Stampede,1939,59,,4.9,11,,0
Timber Tramps,1975,98,,4.3,12,,0
Timberjack,1955,94,,4.4,26,,0
Timbuktu,1959,91,,4.9,15,,0
Time After Time,1979,112,,7.2,2164,,40
Time Bandits,1981,110,5000000,6.9,9434,,4
Time Bomb,1953,72,,6.5,69,,0
Time Changer,2002,95,825000,4.5,304,PG,8
Time Expired,1992,29,,4.8,11,,64
Time Flies,1944,88,,4.7,13,,4
Time Gentlemen Please!,1952,79,,7.9,6,,4
Time Guardian The,1987,87,,3.6,102,,1
Time In the Sun,1940,55,,7.1,10,,16
Time Limit,1957,96,,6.7,64,,8
Time Lock,1957,73,,5.8,40,,0
Time Machine,1997,23,,4,12,,72
Time Machine The,1960,89,750000,7.3,4269,,0
Time Machine The,2002,96,80000000,5.5,12424,PG-13,1
Time Out,1988,83,,4.8,35,,0
Time Out,2004,19,45000,7,62,,72
Time Out for Rhythm,1941,75,,7.6,8,,0
Time Out of Mind,1947,88,,6.8,7,,8
Time Out of War A,1954,20,,6,15,,72
Time Piece,1965,9,,8.8,31,,64
Time Runner,1993,90,,3.1,246,,0
Time Served,1999,94,,3.1,115,R,8
Time Share,2000,87,,5.2,327,PG,36
Time Table,1956,79,,5.4,7,,8
Time Tracers,1997,101,,3.7,13,,0
Time Trackers,1989,86,,3.4,58,,1
Time Travelers The,1964,82,250000,5.2,133,,0
Time Under Fire,1996,88,,3.6,104,R,1
Time Walker,1982,83,750000,2.4,170,,0
Time We Killed The,2004,94,,5.4,13,,8
Time Without Pity,1957,85,,6.5,67,,8
Time at the Top,1999,96,,4.6,103,,0
Time for Killing A,1967,88,,5.3,91,,0
Time for Loving A,1971,104,,4.9,8,,12
Time of Destiny A,1988,118,,4.8,116,,8
Time of Fear,2002,88,800000,5.1,26,,0
Time of Their Lives The,1946,82,,7.7,376,,4
Time of Your Life The,1948,105,,6.2,154,,12
Time of the Wolf,2002,87,,6.3,48,,8
Time to Die A,1982,91,,4.7,34,,8
Time to Die A,1991,93,,4,48,,8
Time to Kill,1943,61,,8,11,,0
Time to Kill A,1996,149,40000000,6.9,15577,R,8
Time to Love and a Time to Die A,1958,132,,7.2,175,,40
Time to Remember A,1987,77,,7.2,6,,0
Time to Run,1973,97,,4.5,21,,8
Time to Say Goodbye?,1997,91,,4.4,19,,8
Time to Sing A,1968,91,,5,7,,8
Time with Nyenne,2000,26,,9.4,5,,72
Times Up!,2001,94,,6.6,27,,8
Time the Place and the Girl The,1946,105,,5.7,41,,36
Timebomb,1991,96,,4.8,257,,8
Timecode,2000,97,4000000,6.2,2320,R,12
Timecop,1994,98,,5.5,5976,,1
Timecop: The Berlin Decision,2003,82,,4.8,346,R,1
Timekeeper The,2004,10,,9.3,6,,64
Timeless,1996,90,,4.9,24,,8
Timeless Melody,2000,95,,5.6,8,,0
Timeless Obsession,1997,89,,3.8,15,R,8
Timeline,2003,116,80000000,5.2,5803,PG-13,0
Timelock,1996,90,,2.8,101,,0
Timemaster,1995,100,,4.3,101,PG-13,0
Timequest,2002,92,,4.4,147,R,0
Timerider: The Adventure of Lyle Swann,1982,94,,5.1,251,,1
Times Square,1980,111,,5,227,,8
Times Square Lady,1935,68,,5.7,20,,8
Times Square Playboy,1936,62,,6.1,7,,12
Times of Harvey Milk The,1984,90,,8.6,401,,16
Timescape,2000,6,,6.1,27,,64
Timeslip,1956,76,,5.1,19,,0
Timi tis agapis I,1984,110,,5.4,9,,40
Timid Tabby,1957,7,,6.3,26,,70
Timid Toreador The,1940,6,,6.3,22,,70
Timide Le,2001,8,,6.6,13,,64
Timmys Wish,2002,10,,8.1,24,,64
Timothy Learys Dead,1996,80,,5.5,38,R,16
Timothy Learys Last Trip,1997,56,,6.3,28,,16
Tin Cup,1996,135,45000000,6.2,7521,R,44
Tin Man,1983,89,,4.5,28,,8
Tin Men,1987,110,11000000,6.4,2065,,12
Tin Pan Alley,1940,94,,6.7,79,,8
Tin Star The,1957,93,,7.2,388,,0
Tin Toy,1988,5,,7.2,515,,70
Tin loh daai poh ng hang chan,1977,88,,2,5,,9
Tin seung yan gaan,1999,109,,5.1,55,,8
Tina and the Professor,1995,93,,3.2,11,,36
Tine,1964,137,,5.9,7,,8
Tingler The,1959,82,250000,6.5,550,,0
Tini zabutykh predkiv,1964,97,,7.7,260,,40
Tino,1985,28,,9.3,7,,64
Tino,1994,31,,5.4,5,,80
Tino II,1986,25,,8,6,,64
Tinpis Run,1991,94,,6.2,8,,12
Tinseltown,1997,88,,4.4,89,R,12
Tinta roja,1998,75,,2,11,,16
Tinta roja,2000,121,,7,75,,8
Tintin et le lac aux requins,1972,81,,5.7,131,,2
Tintin et le temple du soleil,1969,77,,6.1,101,,2
Tintin et les oranges bleues,1964,102,,4.9,89,,0
Tintin et moi,2003,75,,7.4,89,,16
Tintorera,1977,85,,3.8,68,,8
Tiny Heroes,1997,76,,3.8,6,,0
Tiny Magic,2003,22,,8.7,7,,72
Tioga Kid The,1948,54,,5.2,6,,0
Tiovivo c. 1950,2004,150,,5.6,71,,12
Tip Tap Toe,1932,19,,6.2,10,,68
Tip on a Dead Jockey,1957,98,,5.4,25,,8
Tip-Off The,1931,71,,5.4,18,,4
Tipat Mazal,1992,90,,5.4,10,,8
Tipo con una faccia strana ti cerca per ucciderti Un,1973,89,,5.9,22,,9
Tipota,1999,31,,5.5,16,,64
Tiptoes,2003,90,,4.9,443,R,44
Tiradentes,1999,128,,5.2,18,,8
Tiranga,1992,168,,9,10,,0
Tirannoui baltob,1994,92,,4.9,8,,0
Tirano Banderas,1993,91,,6,10,,8
Tire-au-flanc,1928,120,,5.7,20,,4
Tire-au-flanc 62,1960,87,,7.2,10,,4
Tired Tailors Dream The,1907,7,,5.2,5,,68
Tired and Feathered,1965,6,,3.6,15,,70
Tirelire Combines & Cie,1992,90,,5.7,34,,0
Tiresia,2003,116,,8,115,,8
Tirez sur le pianiste,1960,92,,7.4,1451,,40
Tis a Gift to Be Simple,1994,30,,8.2,33,,64
Tis kakomoiras,1963,96,,9.6,86,,0
Tis the Season,1998,17,10000,9,5,,64
Tish,1942,84,,6.3,30,,12
Tishe!,2002,82,,8.2,26,,16
Tishina,1991,86,,9,6,,0
Tistega lepega dne,1962,91,,7.9,27,,4
Tiszta Amerika,1987,113,,5.5,10,,8
Tit Coq,1953,104,,6.9,10,,0
Tit for Tat,1935,19,,8.2,184,,68
Titan A.E.,2000,94,75000000,6.4,9373,PG,3
Titanic,1943,85,,6.5,102,,8
Titanic,1953,98,,6.8,887,,9
Titanic,1997,194,200000000,6.9,90195,PG-13,40
Titanic Town,1998,100,,6.5,100,,8
Titanic vals,1964,92,,9.9,13,,4
Titanic: Anatomy of a Disaster,1997,105,,5.2,66,,16
Titanic: The Animated Movie,2001,90,,2.7,18,,2
Titanica,1995,40,,6,101,,80
Titash Ekti Nadir Naam,1973,159,,6.2,26,,0
Titfield Thunderbolt The,1953,84,,7.2,284,,4
Titicut Follies,1967,84,,8.6,266,,16
Titik hitam,2002,115,,4.6,7,,8
Title Shot,1979,88,,4.7,7,,8
Titler,2000,6,,7.9,16,,68
Tito,2004,120,,8,25,,33
Tito i ja,1992,118,,7.1,196,,4
Tits and Asphalt,2001,71,,8.1,8,,0
Titsiana Booberini,1997,11,,6.6,30,,68
Titus,1999,162,,7.2,5465,R,8
Titus Andronicus,1999,147,,5,22,,8
Titus Andronicus,2000,167,16000,3.3,11,,8
Tizoc,1957,109,,6.9,69,,40
Tjoet Nja Dhien,1988,150,,7.1,18,,8
Tjorven och Mysak,1966,95,,6.1,28,,0
Tlayucan,1962,105,,7.4,5,,4
Tma/Svetlo/Tma,1989,6,,8.2,141,,66
To All a Good Night,1980,90,,4.2,54,,0
To Be,1990,10,,6.9,16,,70
To Be Alive!,1964,18,,9.5,9,,80
To Be Continued...,2000,5,,6,25,,64
To Be or Not to Be,1942,99,,8.3,3579,,12
To Be or Not to Be,1983,107,,6.2,1531,,12
To Be the Best,1993,99,,2.9,32,,1
To Beat the Band,1935,70,,6.3,7,,4
To Beep or Not to Beep,1963,7,,6.9,34,,70
To Build a Better Mousetrap,1999,2,,6.5,10,,66
To Catch a Spy,1971,94,,5.3,42,,4
To Catch a Thief,1955,106,2500000,7.4,6053,,32
To Catch a Woodpecker,1957,6,,5.3,6,,70
To Die For,1989,94,,5,94,,32
To Die For,1994,101,,5.9,110,R,40
To Die For,1995,110,20000000,6.7,7737,,12
To Die Standing,1990,87,,4.9,11,,9
To Die to Sleep,1994,86,,4.7,33,PG-13,8
To Dorothy a Son,1954,79,,5.1,11,,4
To Duck... or Not to Duck,1943,7,,7.1,58,,70
To Each His Own,1946,122,,7.7,255,,8
To End All Wars,2001,110,,7.1,1447,R,9
To Find a Man,1972,90,,5.9,35,,12
To Fly!,1976,27,,6.9,38,,80
To Gillian on Her 37th Birthday,1996,93,,5.6,1421,PG-13,40
To Hare Is Human,1956,7,,7.2,51,,70
To Have and Have Not,1944,100,,7.9,4039,,32
To Have and to Hold,1996,99,,5.2,43,,8
To Have and to Hold,2000,13,,6.6,26,,64
To Hell and Back,1955,106,,7.3,610,,9
To Hell with Love,1998,98,,6.3,26,,36
To Itch His Own,1958,6,,7,19,,70
To Kill a Clown,1972,104,,4.5,58,,8
To Kill a Dead Man,1994,11,,6.6,50,,64
To Kill a King,2003,102,14300000,6.1,364,,8
To Kill a Mockingbird,1962,129,2000000,8.5,30139,,8
To Kill a Priest,1988,117,,5.7,245,,8
To Live Is Better Than to Die,2003,88,,7.8,9,,16
To Live and Die in L.A.,1985,116,,6.9,3050,,9
To Market to Market,1987,88,,4.4,6,,8
To Paris with Love,1955,78,,6.2,55,,36
To Parsifal,1963,16,,6.5,9,,64
To Please a Lady,1950,91,,6,97,,9
To Protect and Serve,1992,92,,4.7,53,,1
To Protect and Serve,2001,91,,7,11,,4
To Render a Life,1992,88,,9.6,9,,16
To See Such Fun,1977,90,,8.1,21,,20
To Sir with Love,1967,105,640000,7.4,1999,,8
To Sleep with Anger,1990,101,,6.2,221,,8
To Sleep with a Vampire,1993,81,,4.1,109,,0
To Speak,1999,14,,5.1,21,,64
To Speak or Not to Speak,1970,11,,7.5,10,,66
To Spring,1936,9,,6.4,23,,66
To Trap a Spy,1964,92,,6,64,,13
To Walk with Lions,1999,108,,6.1,151,PG-13,8
To Wong Foo Thanks for Everything! Julie Newmar,1995,109,,5.5,3646,PG-13,4
To Woody Allen from Europe with Love,1980,90,,5.2,16,,16
To ja zlodziej,2000,100,,5.9,55,,9
To kvinder,2001,22,,6.4,7,,72
To mand i en sofa,1994,105,,5.5,13,,4
To my,2000,94,,3.8,21,,12
To so gadi,1977,96,,7.5,40,,0
To the Death,1993,90,,5,11,,1
To the Devil a Daughter,1976,95,,5.2,272,,0
To the Ends of the Earth,1948,109,,7,65,,8
To the Last Man,1933,70,,6.5,35,,0
To the Limit,1989,35,,5.5,21,,80
To the Limit,1995,98,,2.6,229,R,1
To the Public Danger,1948,43,,6.8,18,,72
To the Shores of Hell,1966,82,,5.2,13,,8
To the Shores of Tripoli,1942,86,,5.6,75,,9
To the Victor,1948,100,,6.1,20,,8
Toad Warrior,1996,90,,2.5,15,,1
Toast of New Orleans The,1950,97,,5.8,84,,0
Toast of New York The,1937,109,1072000,6.9,122,,12
Tobacco Road,1941,84,,6.6,234,,12
Tobor the Great,1954,77,,4.2,65,,0
Tobruk,1967,107,,5.9,232,,8
Tobu yume wo shibaraku minai,1992,90,,7,6,,0
Toby McTeague,1986,96,,6.6,18,,1
Toby Tortoise Returns,1936,7,,7.3,47,,70
Toby Tyler or Ten Weeks with a Circus,1960,96,,6.9,137,,8
Tocaia no Asfalto,1962,101,,8.2,6,,0
Tocando fondo,1993,88,,4.9,11,,4
Toccata for Toy Trains,1959,14,,7.2,10,,64
Tocco: la sfida Il,1997,105,,3.4,11,,1
Tochka tochka zapyataya...,1972,84,,8,9,,4
Tod der Maria Malibran Der,1972,104,,6.4,15,,12
Tod des Empedokles Der,1987,132,,3.4,13,,8
Tod eines Fremden,1973,113,,4.9,7,,8
Tod im roten Jaguar Der,1968,91,,6.1,22,,0
Todake no kyodai,1941,105,,8.4,38,,0
Todas as Mulheres do Mundo,1967,86,,8.1,49,,40
Todas hieren,1998,82,,3.3,13,,0
Todas las azafatas van al cielo,2002,96,,6.8,173,,44
Today Was Thursday,2004,16,1000,9.4,7,,72
Today We Live,1933,113,,6.1,102,,40
Today You Are a Fountain Pen,2002,25,,8,42,,108
Todays Life,2000,13,,5.2,16,,64
Todd Killings The,1971,93,,4,22,,8
Todd and the Book of Pure Evil,2003,18,,6,15,,68
Todesauge von Ceylon Das,1963,82,,3.7,8,,0
Todesking Der,1989,80,,5.8,148,,8
Todesstrahlen des Dr. Mabuse Die,1964,90,,2.4,34,,0
Todo dia todo,1998,11,,7.6,8,,64
Todo es mentira,1994,99,,6.7,135,,4
Todo modo,1976,120,,7.6,44,,8
Todo por la pasta,1991,88,,6.5,56,,0
Todo sobre mi madre,1999,101,,7.9,13497,R,12
Todos al suelo,1981,87,,3.3,15,,4
Todos los aviones del mundo,2001,28,,2,9,,64
Todos los hombres sois iguales,1994,102,,6.9,133,,36
Todos somos estrellas,1993,88,,6.8,9,,4
Toemarok,1998,98,,4.9,69,,0
Toestanden,1976,80,,7.6,12,,0
Tofflan,1967,99,,6,7,,4
Together,1956,52,,5.1,5,,0
Together,1971,72,,3,27,,8
Together & Alone,1998,84,,5.2,16,,0
Together Again,1944,93,,6.5,17,,4
Together Alone,1991,87,,6.5,38,,8
Together Brothers,1974,94,,2.3,10,,0
Together for Days,1972,84,,4.7,10,,8
Toi le venin,1958,92,,8.1,18,,0
Toile La,2001,13,,7.4,12,,64
Toilers and the Wayfarers The,1996,75,,7.4,95,,8
Tokaido Yotsuya kaidan,1959,76,,7.4,21,,0
Tokarefu,1994,103,,8.6,15,,1
Token for Your Thoughts A,2003,14,,5.5,7,,68
Toki wo kakeru shoujo,1983,104,,7.4,22,,32
Tokimeki ni shisu,1984,105,,6.9,5,,8
Tokio Jokio,1943,7,,5.2,31,,70
Tokiwa-so no seishun,1996,110,,7,10,,0
Tokugawa irezumi-shi: Seme jigoku,1969,90,,5,29,,8
Tokugawa onna keibatsu-emaki: Ushi-zaki no kei,1976,80,,4.2,17,,0
Tokugawa onna keibatsu-shi,1968,85,,2.9,15,,0
Tokyo 10+01,2003,70,,5.6,21,,1
Tokyo Breakfast,2001,6,25000,7.5,23,,68
Tokyo Cowboy,1994,94,,5.5,32,,4
Tokyo Eyes,1998,97,,6.8,438,,4
Tokyo File 212,1951,84,,6.3,7,,8
Tokyo Fist,1995,87,,7,391,,8
Tokyo Girls,2000,57,,6.6,26,,16
Tokyo Godfathers,2003,93,,7.6,904,PG-13,14
Tokyo Joe,1949,88,,5.8,177,,8
Tokyo Mafia: Battle for Shinjuku,1996,85,,5.3,8,,0
Tokyo Noise,2002,80,,5.3,26,,16
Tokyo Rose,1946,69,,6,8,,0
Tokyo Skin,1996,92,,7.8,8,,8
Tokyo X Erotica,2001,77,,7.1,19,,0
Tokyo biyori,1997,121,,6.9,47,,8
Tokyo boshoku,1957,140,,7.4,50,,8
Tokyo gomi onna,2000,88,,7.3,32,,0
Tokyo monogatari,1953,136,,8,2046,,8
Tokyo no onna,1933,47,,7,30,,8
Tokyo no yado,1935,80,,8,31,,0
Tokyo orimpikku,1965,93,,8.1,199,,16
Tokyo saiban,1983,277,,6.7,6,,8
Tokyo senso sengo hiwa,1970,94,,6.2,13,,8
Tokyo yakyoku,1997,85,,2.8,15,,0
Tokyo-Ga,1985,92,,7.3,153,,16
Tokyo.Sora,2002,127,,7.2,21,,8
Tolable David,1921,99,,7.4,65,,8
Tolgo il disturbo,1990,97,,5,15,,8
Toll Collector The,2003,10,,6.2,12,,66
Toll Gate The,1920,73,,6.9,33,,0
Toll of the Sea The,1922,53,,7.1,65,,40
Tollbooth,1994,108,,4.6,106,R,9
Tolle Bomberg Der,1957,95,,5.2,15,,4
Tolle Lage,2000,80,,7.3,22,,36
Tolle Nacht,1957,81,,8.8,5,,4
Tollen Tanten schlagen zu Die,1971,93,,1.9,23,,4
Toller Hecht auf krummer Tour,1961,72,,5.2,5,,12
Tom,2002,75,,7.6,9,,16
Tom & Thomas,2002,110,,7.1,149,,0
Tom & Viv,1994,115,,6.5,336,,8
Tom Brown of Culver,1932,82,,6.3,13,,8
Tom Browns School Days,1940,86,,6.4,55,,8
Tom Browns Schooldays,1951,93,,6.9,54,,8
Tom Clay Jesus,2001,17,,4.8,23,,64
Tom Dick and Harry,1941,87,,6.6,129,,36
Tom Dowd & the Language of Music,2003,90,,8.4,65,,16
Tom Hits His Head,2003,10,,6.6,28,,68
Tom Horn,1980,98,3000000,6.4,404,,0
Tom Jones,1963,128,1000000,7.2,1392,,36
Tom Petty and the Heartbreakers: High Grass Dogs Live from the Fillmore,1999,90,,6.5,44,,0
Tom Sawyer,1917,44,,6,28,,76
Tom Sawyer,1930,86,,6.5,19,,0
Tom Thumb In the Land of the Giants,1999,3,,6.3,9,,64
Tom Thumb in Trouble,1940,8,,5.8,15,,74
Tom Tom Tomcat,1953,7,,6.7,14,,70
Tom Turk and Daffy,1944,7,,6.9,42,,70
Tom Turkey and His Harmonica Humdingers,1940,7,,7.3,9,,70
Tom White,2004,106,,6.7,60,,8
Tom and Huck,1995,97,,5.3,1242,PG,0
Tom and Jerry Cartoon Kit The,1962,7,,4.8,40,,70
Tom and Jerry in the Hollywood Bowl,1950,7,,7.4,59,,70
Tom and Jerry: The Movie,1992,84,,3.9,389,,6
Tom est tout seul,1995,87,,5.7,12,,4
Tom et Lola,1990,97,,6.5,49,,0
Toms Midnight Garden,1999,92,,6.8,153,,0
Toms Photo Finish,1957,6,,5.9,21,,70
Toms Wife,2004,91,,9.1,11,,8
Tom Tom the Pipers Son,1905,8,,3.1,9,,68
Tom Tom the Pipers Son,1969,86,,6.1,9,,0
Tom-ic Energy,1965,7,,4.4,22,,70
Toma de la embajada La,2000,110,,5.1,13,,8
Tomahawk,1951,82,,6.2,29,,0
Tomahawk Trail,1957,60,,4.6,13,,0
Tomb of Ligeia The,1965,81,,6.3,371,,0
Tomb The,1986,84,,3.1,59,,0
Tombales Les,2002,15,,7.7,7,,64
Tombeau dAlexandre Le,1992,120,,7.4,48,,16
Tomboy,1985,91,,3.2,147,,4
Tombstone,1993,130,,7.4,16618,R,9
Tombstone Canyon,1932,62,,4.9,7,,0
Tombstone the Town Too Tough to Die,1942,79,,7.1,13,,0
Tomcat: Dangerous Desires,1993,85,,2.9,59,,0
Tomcats,2001,95,11000000,4.7,3717,R,4
Tomei ningen,1954,70,,5.1,7,,0
Tomer Ve-Hasrutim,2001,57,,8.3,7,,16
Tomie,1999,95,,5.5,255,,0
Tomie: Re-birth,2001,101,,5.9,50,,0
Tomie: Replay,2000,95,,5.9,87,,0
Tommy,1975,111,5000000,6.1,2916,,8
Tommy Boy,1995,97,,6.5,8875,PG-13,4
Tommy Steele Story The,1957,70,,3.7,13,,8
Tommy Tricker and the Stamp Traveller,1988,105,,6.4,165,,0
Tommy the Toreador,1959,90,,4.6,18,,4
Tomo,2003,20,,7.9,10,,64
Tomorrow,1972,103,,7.7,180,,8
Tomorrow - ashita,1988,105,,7,9,,0
Tomorrow Is Another Day,1951,90,,7.7,31,,8
Tomorrow Is Forever,1946,105,,7.3,230,,8
Tomorrow La Scala!,2002,108,,7.4,62,,4
Tomorrow Man The,2001,90,,4.7,123,,8
Tomorrow Never Comes,1978,102,,4.3,49,,8
Tomorrow Never Dies,1997,119,110000000,6.4,19397,PG-13,1
Tomorrow Night,1998,87,,7.3,17,,4
Tomorrow We Live,1942,64,,5.2,21,,9
Tomorrow at Seven,1933,62,,6,13,,0
Tomorrow at Ten,1964,80,,6.5,6,,0
Tomorrow by Midnight,1999,89,,5.6,102,,8
Tomorrows Children,1934,70,,4.9,6,,8
Tomorrows Drivers,1954,11,,4.1,11,,64
Tomorrows Memoir,2004,27,,8.3,34,,72
Tomorrow the World!,1944,86,,6.7,109,,8
Tompta Gudh,2002,30,,7.3,31,,84
Tomten,1941,12,,5.7,5,,64
Tonari no Totoro,1988,86,,8.1,5245,,2
Tonespor,1983,8,,6.4,8,,66
Tong Man The,1919,50,350000,6.5,12,,8
Tong Tana - En resa till Borneos inre,1989,88,,5.5,10,,16
Tong hau goo si,1986,87,,3.9,11,,1
Tong nien wang shi,1985,138,,8.1,172,,8
Tongan Ninja,2002,83,,6.4,95,,37
Tongues Untied,1990,55,,6.9,72,,16
Tongues and Taxis,2000,7,,5.1,11,,70
Toni,1999,90,,5.6,18,,0
Tonight Is Ours,1933,75,,7.9,11,,40
Tonight We Raid Calais,1943,70,,7.5,6,,0
Tonight We Sing,1953,109,,4.1,19,,0
Tonight and Every Night,1945,92,,6,66,,0
Tonight for Sure,1962,69,,2.5,19,,4
Tonight or Never,1931,80,,5.8,29,,4
Tonino,2002,10,,7.8,31,,72
Tonite Lets All Make Love in London,1967,70,,4.6,33,,16
Tonka,1958,97,,6.2,57,,0
Tonka,1997,113,,6.6,28,,0
